Accuracy_stars,CheckIn,CheckIn_stars,CheckOut,Cleanliness_stars,Communication_stars,Latitude,Location_stars,Longitude,Price,Super_host,Value_stars,Bathrooms_num_int,shared_bathroom,Bedrooms_int,Beds_int,shared_room,air,bunk,couch,crib,double,floor,king,queen,single,sofa,Unnamed: 27,Air conditioning,BBQ grill,Baby bath,Baby monitor,Babysitter recommendations,Bathtub,Beach essentials,Beachfront,Bed linens,Breakfast,Building staff,Cable TV,Carbon monoxide detector,Changing table,Children’s books and toys,Children’s dinnerware,Cleaning before checkout,Coffee maker,Cooking basics,Crib,Dishes and silverware,Dishwasher,Dryer,EV charger,Elevator,Essentials,Ethernet connection,Extra pillows and blankets,Fire extinguisher,Fireplace guards,First aid kit,Free parking on premises,Free street parking,Game console,Garden or backyard,Gym,Hair dryer,Hangers,Heating,High chair,Host greets you,Hot tub,Hot water,Indoor fireplace,Iron,Keypad,Kitchen,Lake access,Laptop friendly workspace,Lock on bedroom door,Lockbox,Long term stays allowed,Luggage dropoff allowed,Microwave,Outlet covers,Oven,Pack ’n Play/travel crib,Paid parking off premises,Paid parking on premises,Patio or balcony,Pocket wifi,Pool,Private entrance,Private living room,Refrigerator,Room-darkening shades,Shampoo,Single level home,Ski-in/Ski-out,Smart lock,Smoke detector,Stair gates,Stove,TV,Table corner guards,Washer,Waterfront,Wifi,Window guards,Reviewers_no,Title,normalized_price,geom,month,address
5,2019-05-02,5,2019-05-07,5,5,40.68167,5,-73.99276,217,1,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,87,Carroll Gardens Retreat,0.889344262,"40.68167,-73.99276",5,"388, Sackett Street, Gowanus, Kings County, NYC, New York, 11231, USA"
4.5,2019-05-02,4,2019-05-07,4,4.5,40.68061,4.5,-73.91693,51,0,4.5,1,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,6,BedStuy cozy + convenient private room and bath,0.209016393,"40.68061,-73.91693000000002",5,"217, Sumpter Street, Ocean Hill, BK, Kings County, NYC, New York, 11233, USA"
5,2019-05-02,5,2019-05-07,5,5,40.67182,5,-73.99097,92,1,5,1,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,49,Bright Park Slope Room (15 min train to Manhattan),0.37704918,"40.67182,-73.99096999999998",5,"452, 3rd Avenue, Gowanus, BK, Kings County, NYC, New York, 11215, USA"
0,2019-05-02,0,2019-05-07,0,0,40.76333,0,-73.91187,51,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,Quiet & Peaceful room in Astoria!,0.209016393,"40.76333,-73.91187",5,"Saint Joseph's Roman Catholic Church, 44th Street, Sunnyside Gardens, Queens County, NYC, New York, 11103, USA"
0,2019-05-02,0,2019-05-07,0,0,40.7857,0,-73.97459,144,1,0,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,Apartment near Central Park,0.590163934,"40.7857,-73.97459",5,"145, West 84th Street, Upper West Side, Manhattan, Manhattan Community Board 7, New York County, NYC, New York, 10024, USA"
0,2019-05-02,0,2019-05-07,0,0,40.77282,0,-74.01769,184,1,0,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,-1,Sunny Modern 2Bed Across NYC Times Square,0.754098361,"40.77282,-74.01769",5,"56, Hudson Place, Lincoln Harbor, Weehawken, Hudson County, New Jersey, 07086, USA"
5,2019-05-02,5,2019-05-07,5,5,40.68946,5,-73.99385,137,1,5,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,201,Alchemy BnB - room in artist loft,0.56147541,"40.68946,-73.99385",5,"173, Pacific Street, Cobble Hill Historic District, Kings County, NYC, New York, 11201, USA"
4.5,2019-05-02,4.5,2019-05-07,5,5,40.72332,4.5,-73.9874,68,0,4.5,1,1,1,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,70,Individual bed in the heart of the East Village!,0.278688525,"40.72332,-73.9874",5,"109, East 2nd Street, Alphabet City, Manhattan, Manhattan Community Board 3, New York County, NYC, New York, 10009, USA"
4.5,2019-05-02,5,2019-05-07,4.5,5,40.85475,4.5,-73.93372,47,0,4.5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,16,NYC space,0.192622951,"40.85475,-73.93372",5,"4395, Broadway, Fort George, Manhattan, Manhattan Community Board 12, New York County, NYC, New York, 10040, USA"
5,2019-05-02,5,2019-05-07,5,5,40.77887,5,-73.95406,158,1,5,1,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,75,Private Room In Upper East Side,0.647540984,"40.77887,-73.95406",5,"Papaya King, 179, East 86th Street, Yorkville, Manhattan, Manhattan Community Board 8, New York County, NYC, New York, 10028, USA"
5,2019-05-02,5,2019-05-07,4.5,5,40.75449,4.5,-73.88321,66,0,4.5,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,88,Cozy large 1 br In NYC Near LGA 30 mins to midtown,0.270491803,"40.75449,-73.88320999999998",5,"33-41, 84th Street, Jackson Heights, Queens County, NYC, New York, 11372, USA"
5,2019-05-02,5,2019-05-07,4.5,5,40.71312,4.5,-74.08279,29,0,5,2,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,Small Room - Great access to NYC,0.118852459,"40.71312,-74.08279",5,"26, Morton Place, Jersey City, Hudson County, New Jersey, 07305, USA"
0,2019-05-02,0,2019-05-07,0,0,40.72813,0,-74.06594,130,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,-1,Bright One Bedroom 10min to NYC walk to PATH WIFI,0.532786885,"40.72813,-74.06594",5,"Saint Aedans School, Vroom Street, Indian Square, Jersey City, Hudson County, New Jersey, 07306, USA"
5,2019-05-02,5,2019-05-07,5,5,40.7322,5,-74.00327,132,0,4.5,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,74,Fun Artistic Room Share,0.540983607,"40.7322,-74.00327",5,"289, Bleecker Street, West Village, Manhattan, Manhattan Community Board 2, New York County, NYC, New York, 10014, USA"
5,2019-05-02,5,2019-05-07,5,5,40.70466,5,-73.92043,81,0,5,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,19,Sunny room in Bushwick loft with skyline views,0.331967213,"40.70466,-73.92043000000002",5,"72, Wyckoff Avenue, Bushwick, Kings County, NYC, New York, 11237, USA"
4.5,2019-05-02,5,2019-05-07,5,5,40.6377,4.5,-73.97062,51,0,4.5,1.5,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,South Prospect Park Private Middle Room F&Q subway,0.209016393,"40.6377,-73.97062",5,"Public School 62, East 7th Street, Kensington, BK, Kings County, NYC, New York, 11218, USA"
0,2019-05-02,0,2019-05-07,0,0,40.71716,0,-73.98328,274,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,2,Super Cute Lower East Side Sunlit One Bedroom,1.12295082,"40.71716,-73.98328000000002",5,"210, Delancey Street, Lower East Side, Manhattan, Manhattan Community Board 3, New York County, NYC, New York, 10002, USA"
5,2019-05-02,5,2019-05-07,5,5,40.656,4.5,-73.959,197,0,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,12,Peaceful Parkside Place,0.807377049,"40.656,-73.959",5,"263, Parkside Avenue, Flatbush, BK, Kings County, NYC, New York, 11225, USA"
5,2019-05-02,5,2019-05-07,5,5,40.76075,4.5,-73.87943,66,0,4.5,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,259,Room in Queens NY near LGA,0.270491803,"40.76075,-73.87943",5,"30-37, 89th Street, North Beach, Queens County, NYC, New York, 11369, USA"
5,2019-05-02,5,2019-05-07,5,5,40.77671,5,-73.91283,79,0,5,1,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,5,Convenient Private Bed & Bath! 10 mins. to LGA,0.323770492,"40.77671,-73.91283",5,"22-21, 28th Street, Steinway, Queens County, NYC, New York, 11105, USA"
5,2019-05-02,5,2019-05-07,5,5,40.75772,4.5,-73.8953,85,1,5,1,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,277,Cozy 15 mins Manhattan& 10 Mins LGA,0.348360656,"40.75772,-73.8953",5,"Monsignor McClancy Memorial High School, 32nd Avenue, Jackson Heights, Queens County, NYC, New York, 11369, USA"
4.5,2019-05-02,5,2019-05-07,5,5,40.73469,4.5,-74.07318,50,1,5,1,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,21,Close to NYC by Path Train. Room1,0.204918033,"40.73469,-74.07318000000002",5,"41, Giles Avenue, Indian Square, Jersey City, Hudson County, New Jersey, 07306, USA"
5,2019-05-02,5,2019-05-07,4.5,5,40.71136,5,-73.94527,72,0,5,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,"+Williamsburg Private Bedroom, Private Entrance!!!",0.295081967,"40.71136,-73.94527",5,"678, Grand Street, Williamsburg, Kings County, NYC, New York, 11206, USA"
5,2019-05-02,5,2019-05-07,5,5,40.64073,4.5,-73.95832,87,1,5,1,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,150,Artist's Jungle Suite + Private Bathroom,0.356557377,"40.64073,-73.95832",5,"538, East 21st Street, Flatbush, BK, Kings County, NYC, New York, 11226, USA"
4,2019-05-02,4.5,2019-05-07,3.5,4.5,40.72219,4,-73.93762,134,0,4,1.5,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,189,Loft in Williamsburg Area w/ Roof,0.549180328,"40.72219000000001,-73.93762",5,"68, Lombardy Street, Greenpoint, Kings County, NYC, New York, 11222, USA"
5,2019-05-02,5,2019-05-07,5,5,40.67804,4.5,-73.80122,33,0,5,1,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,6,Great private room close to JFK airport,0.135245902,"40.67804,-73.80122",5,"140-04, Foch Boulevard, Locust Manor, Queens County, NYC, New York, 11436, USA"
5,2019-05-02,5,2019-05-07,4.5,5,40.74366,5,-74.16006,58,0,5,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,54,"30 min to NYC, near Newark airport luxury condo",0.237704918,"40.74366,-74.16006",5,"201, Sussex Street, Harrison, Hudson County, New Jersey, 07029, USA"
5,2019-05-02,5,2019-05-07,5,4.5,40.67586,5,-73.95155,79,1,5,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,214,Crown Heights Garden Apt.,0.323770492,"40.67586,-73.95155",5,"1046, Bergen Street, Eastern Parkway, BK, Kings County, NYC, New York, 11216, USA"
5,2019-05-02,5,2019-05-07,4.5,5,40.70859,4.5,-73.93572,69,1,5,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,29,Private room in east Williamsburg Brooklyn Loft,0.282786885,"40.70859,-73.93571999999998",5,"310, Meserole Street, Williamsburg, Kings County, NYC, New York, 11206, USA"
5,2019-05-02,5,2019-05-07,4.5,5,40.71255,5,-73.94881,196,0,4.5,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,79,Williamsburg Brooklyn Designer Cozy,0.803278689,"40.71255,-73.94881",5,"150, Ainslie Street, Williamsburg, Kings County, NYC, New York, 11211, USA"
0,2019-05-02,0,2019-05-07,0,0,40.75437,0,-74.03153,237,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,-1,Upper Grand Hoboken Condo,0.971311475,"40.75437,-74.03153",5,"1332, Grand Street, Hoboken, Hudson County, New Jersey, 07030, USA"
4,2019-05-02,4.5,2019-05-07,4,4.5,40.66167,4.5,-73.95098,65,0,4,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,108,Large bedroom/Heart of Brooklyn,0.266393443,"40.66167,-73.95098",5,"361, Lincoln Road, Crown Heights, BK, Kings County, NYC, New York, 11225, USA"
4.5,2019-05-02,5,2019-05-07,4.5,5,40.76942,4.5,-73.92343,66,0,4.5,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,88,BIG NEW ROOM,0.270491803,"40.76942,-73.92343000000002",5,"27-20, 27th Street, Astoria, Queens County, NYC, New York, 11102, USA"
0,2019-05-02,0,2019-05-07,0,0,40.70778,0,-74.01074,241,0,0,1,0,1.5,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,-1,Cozy Studio at Wall Street Floor #5 by Sonder,0.987704918,"40.70778,-74.01074",5,"14 Wall Street, 14, Wall Street, Financial District, Manhattan, Manhattan Community Board 1, New York County, NYC, New York, 10005, USA"
5,2019-05-02,5,2019-05-07,5,5,40.75453,5,-73.99526,355,0,5,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,48,NEW 2-Bedroom MODERN & CENTRALLY LOCATED APARTMENT,1.454918033,"40.75453,-73.99526",5,"464, 9th Avenue, Columbus Circle, Manhattan, Manhattan Community Board 4, New York County, NYC, New York, 10018, USA"
5,2019-05-02,5,2019-05-07,5,5,40.7954,4.5,-73.94926,135,1,5,1,1,1,-1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,41,Private 1BR w/ Queen bed & TV next to Central Park,0.553278689,"40.7954,-73.94926",5,"1, East 108th Street, East Harlem, Manhattan, Manhattan Community Board 11, New York County, NYC, New York, 10029, USA"
5,2019-05-02,5,2019-05-07,4.5,5,40.70961,5,-73.94635,59,0,5,1,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,77,"Private Room with Full Private Bath, cozy&quiet",0.241803279,"40.70961,-73.94635",5,"92, Ten Eyck Walk, Williamsburg Houses, Kings County, NYC, New York, 11206, USA"
5,2019-05-02,4.5,2019-05-07,4.5,5,40.814,4.5,-73.96,90,0,4.5,2,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,27,B. The Ultimate Abode For Two—欢迎小住,0.368852459,"40.814,-73.96",5,"121, La Salle Street, General Ulysses S. Grant Houses, Manhattanville, Manhattan, Manhattan Community Board 9, New York County, NYC, New York, 10027, USA"
0,2019-05-02,0,2019-05-07,0,0,40.73125,0,-73.97753,157,0,0,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,"Lovely Room, Stylish Apartment in the East Village",0.643442623,"40.73125,-73.97753",5,"Stuyvesant Oval, Stuyvesant Town, Stuy Town, Manhattan, Manhattan Community Board 6, New York County, NYC, New York, 10009, USA"
5,2019-05-02,5,2019-05-07,5,5,40.688,5,-73.976,86,1,5,1.5,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,184,"Fort Greene, Brooklyn: Center Bedroom",0.352459016,"40.688,-73.976",5,"62, South Elliott Place, Fort Greene, BK, Kings County, NYC, New York, 11217, USA"
0,2019-05-02,0,2019-05-07,0,0,40.7464,0,-74.18942,39,0,0,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,-1,Eunique space 3F,0.159836066,"40.7464,-74.18942",5,"2, 1st Street, University Heights, Newark, Essex County, New Jersey, 07107, USA"
